Date,Date,fear_greed,fg_ma7,fg_ma14,fg_change,fg_change7,fg_extreme_fear,fg_extreme_greed
1737,2015-04-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1738,2015-04-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1739,2015-04-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1740,2015-04-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1741,2015-04-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1742,2015-04-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1743,2015-04-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1744,2015-04-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1745,2015-04-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1746,2015-04-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1747,2015-05-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1748,2015-05-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1749,2015-05-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1750,2015-05-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1751,2015-05-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1752,2015-05-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1753,2015-05-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1754,2015-05-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1755,2015-05-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1756,2015-05-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1757,2015-05-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1758,2015-05-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1759,2015-05-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1760,2015-05-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1761,2015-05-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1762,2015-05-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1763,2015-05-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1764,2015-05-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1765,2015-05-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1766,2015-05-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1767,2015-05-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1768,2015-05-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1769,2015-05-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1770,2015-05-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1771,2015-05-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1772,2015-05-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1773,2015-05-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1774,2015-05-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1775,2015-05-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1776,2015-05-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1777,2015-05-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1778,2015-06-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1779,2015-06-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1780,2015-06-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1781,2015-06-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1782,2015-06-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1783,2015-06-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1784,2015-06-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1785,2015-06-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1786,2015-06-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1787,2015-06-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1788,2015-06-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1789,2015-06-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1790,2015-06-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1791,2015-06-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1792,2015-06-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1793,2015-06-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1794,2015-06-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1795,2015-06-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1796,2015-06-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1797,2015-06-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1798,2015-06-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1799,2015-06-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1800,2015-06-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1801,2015-06-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1802,2015-06-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1803,2015-06-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1804,2015-06-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1805,2015-06-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1806,2015-06-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1807,2015-06-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1808,2015-07-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1809,2015-07-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1810,2015-07-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1811,2015-07-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1812,2015-07-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1813,2015-07-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1814,2015-07-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1815,2015-07-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1816,2015-07-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1817,2015-07-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1818,2015-07-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1819,2015-07-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1820,2015-07-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1821,2015-07-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1822,2015-07-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1823,2015-07-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1824,2015-07-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1825,2015-07-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1826,2015-07-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1827,2015-07-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1828,2015-07-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1829,2015-07-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1830,2015-07-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1831,2015-07-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1832,2015-07-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1833,2015-07-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1834,2015-07-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1835,2015-07-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1836,2015-07-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1837,2015-07-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1838,2015-07-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1839,2015-08-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1840,2015-08-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1841,2015-08-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1842,2015-08-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1843,2015-08-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1844,2015-08-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1845,2015-08-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1846,2015-08-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1847,2015-08-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1848,2015-08-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1849,2015-08-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1850,2015-08-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1851,2015-08-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1852,2015-08-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1853,2015-08-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1854,2015-08-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1855,2015-08-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1856,2015-08-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1857,2015-08-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1858,2015-08-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1859,2015-08-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1860,2015-08-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1861,2015-08-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1862,2015-08-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1863,2015-08-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1864,2015-08-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1865,2015-08-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1866,2015-08-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1867,2015-08-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1868,2015-08-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1869,2015-08-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1870,2015-09-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1871,2015-09-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1872,2015-09-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1873,2015-09-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1874,2015-09-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1875,2015-09-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1876,2015-09-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1877,2015-09-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1878,2015-09-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1879,2015-09-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1880,2015-09-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1881,2015-09-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1882,2015-09-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1883,2015-09-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1884,2015-09-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1885,2015-09-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1886,2015-09-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1887,2015-09-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1888,2015-09-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1889,2015-09-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1890,2015-09-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1891,2015-09-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1892,2015-09-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1893,2015-09-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1894,2015-09-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1895,2015-09-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1896,2015-09-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1897,2015-09-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1898,2015-09-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1899,2015-09-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1900,2015-10-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1901,2015-10-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1902,2015-10-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1903,2015-10-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1904,2015-10-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1905,2015-10-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1906,2015-10-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1907,2015-10-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1908,2015-10-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1909,2015-10-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1910,2015-10-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1911,2015-10-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1912,2015-10-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1913,2015-10-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1914,2015-10-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1915,2015-10-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1916,2015-10-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1917,2015-10-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1918,2015-10-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1919,2015-10-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1920,2015-10-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1921,2015-10-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1922,2015-10-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1923,2015-10-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1924,2015-10-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1925,2015-10-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1926,2015-10-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1927,2015-10-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1928,2015-10-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1929,2015-10-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1930,2015-10-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1931,2015-11-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1932,2015-11-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1933,2015-11-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1934,2015-11-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1935,2015-11-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1936,2015-11-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1937,2015-11-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1938,2015-11-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1939,2015-11-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1940,2015-11-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1941,2015-11-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1942,2015-11-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1943,2015-11-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1944,2015-11-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1945,2015-11-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1946,2015-11-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1947,2015-11-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1948,2015-11-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1949,2015-11-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1950,2015-11-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1951,2015-11-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1952,2015-11-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1953,2015-11-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1954,2015-11-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1955,2015-11-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1956,2015-11-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1957,2015-11-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1958,2015-11-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1959,2015-11-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1960,2015-11-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1961,2015-12-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1962,2015-12-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1963,2015-12-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1964,2015-12-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1965,2015-12-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1966,2015-12-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1967,2015-12-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1968,2015-12-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1969,2015-12-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1970,2015-12-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1971,2015-12-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1972,2015-12-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1973,2015-12-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1974,2015-12-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1975,2015-12-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1976,2015-12-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1977,2015-12-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1978,2015-12-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1979,2015-12-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1980,2015-12-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1981,2015-12-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1982,2015-12-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1983,2015-12-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1984,2015-12-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1985,2015-12-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1986,2015-12-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1987,2015-12-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1988,2015-12-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1989,2015-12-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1990,2015-12-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1991,2015-12-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1992,2016-01-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1993,2016-01-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1994,2016-01-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1995,2016-01-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1996,2016-01-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1997,2016-01-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1998,2016-01-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1999,2016-01-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2000,2016-01-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2001,2016-01-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2002,2016-01-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2003,2016-01-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2004,2016-01-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2005,2016-01-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2006,2016-01-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2007,2016-01-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2008,2016-01-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2009,2016-01-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2010,2016-01-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2011,2016-01-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2012,2016-01-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2013,2016-01-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2014,2016-01-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2015,2016-01-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2016,2016-01-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2017,2016-01-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2018,2016-01-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2019,2016-01-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2020,2016-01-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2021,2016-01-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2022,2016-01-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2023,2016-02-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2024,2016-02-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2025,2016-02-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2026,2016-02-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2027,2016-02-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2028,2016-02-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2029,2016-02-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2030,2016-02-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2031,2016-02-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2032,2016-02-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2033,2016-02-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2034,2016-02-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2035,2016-02-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2036,2016-02-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2037,2016-02-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2038,2016-02-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2039,2016-02-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2040,2016-02-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2041,2016-02-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2042,2016-02-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2043,2016-02-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2044,2016-02-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2045,2016-02-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2046,2016-02-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2047,2016-02-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2048,2016-02-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2049,2016-02-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2050,2016-02-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2051,2016-02-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2052,2016-03-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2053,2016-03-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2054,2016-03-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2055,2016-03-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2056,2016-03-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2057,2016-03-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2058,2016-03-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2059,2016-03-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2060,2016-03-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2061,2016-03-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2062,2016-03-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2063,2016-03-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2064,2016-03-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2065,2016-03-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2066,2016-03-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2067,2016-03-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2068,2016-03-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2069,2016-03-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2070,2016-03-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2071,2016-03-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2072,2016-03-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2073,2016-03-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2074,2016-03-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2075,2016-03-24,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2076,2016-03-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2077,2016-03-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2078,2016-03-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2079,2016-03-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2080,2016-03-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2081,2016-03-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2082,2016-03-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2083,2016-04-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2084,2016-04-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2085,2016-04-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2086,2016-04-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2087,2016-04-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2088,2016-04-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2089,2016-04-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2090,2016-04-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2091,2016-04-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2092,2016-04-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2093,2016-04-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2094,2016-04-12,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2095,2016-04-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2096,2016-04-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2097,2016-04-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2098,2016-04-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2099,2016-04-17,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2100,2016-04-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2101,2016-04-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2102,2016-04-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0
